Row Labels,sample date,"1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene",Acenaphthene,Acenaphthylene,AGOC-3A,Alachlor,Aldrin,alpha-Hexachlorocyclohexane,Aluminium,Ammonium,Anionic active surfactants,Anthracene,AOX,Arsenic,Atrazine,Barium,Benzo(a)anthracene,Benzo(a)pyrene,Benzo(b)fluoranthene,"Benzo(g,h,i)perylene",Benzo(k)fluoranthene,Berilium,beta-Hexaxchlorocyclohexane,Bicarbonates,Biochemical Oxygen,Boron,Cadmium,Calcium,Carbonates,Cesium,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),Chlorides,Chlorodinine,Chromium,Chrysene,Copper,Cyanides,Dieldrin,Dissolved organic carbon,Dissolved oxygen,Dissolved silicates,Endosulfan (alpha),Endosulfan (beta),Endrin,Fecal coliforms,Fecal streptococci ,Fluoranthene,Fluorene,gamma-Hexachlorocyclohexane,Heptachlor,Heptachloroepoxide,Hexachlorobenzene,"Indeno(1,2,3-c,d)pyrene",Inorganic nitrogen,Iron,Isodrin,Lead,Macrozoobenthos,Magnesium,Manganese,Mercury,Methoxychlor,Methylosmoline,Metolachlor,Naphthalene,Nickel,Nitrates,Nitrites,Organic nitrogen,Orthophosphate-phosphorus,Oxygen saturation,"p,p-DDD","p,p-DDE","p,p-DDT",PAHs,PCB 101,PCB 118,PCB 138,PCB 153,PCB 180,PCB 28,PCB 52,Pentachlorobenzene,Petroleum hydrocarbons,Phenanthrene,Potassium,Pyrene,Selenium,Silica (SiO2),Simazine,Sodium,Sulfides,Sulphates,Tetrachloromethane,Total coliforms,Total dissolved phosphorus,Total dissolved salts,Total extractable matter,Total hardness,Total nitrogen,Total organic carbon,Total phosphorus,Trifluralin,Water temperature,Zinc
Boonsri,10/22/2004,,,,,,,,,,0.86,0,,,,,,,,,,,,,597.8,6.73,,15.566,156.37,,,23.39,16.97,63.69,,9.683,,20.43,,,,26.94,,,,,0.5,0.0085,,,,,,,,,1.272,,6.271,5.5,43.65,0.169,,,,,,18.584,2.169,0.072,,0.132,,,,,,,,,,,,,,,,8,,,28.6,,44,,95.3,,26,,,,,,,0.155,,39.5,0
Boonsri,11/5/2004,,,,,,,,,,2.609,0,,,,,,,,,,,,,576.45,11.09,,10.909,159.53,,,28.58,16.37,53.41,,4.484,,21.063,,,,26.99,,,,,,,,,0.11,,,,,,1.16,,12.304,5.96,29.58,0.0425,,,,,,7.075,3.547,0.079,,0.23,,,,,,,,,,,,,,,,9,,,22.2,,43,,73.7,,23.8,,,,,,,0.275,,27.5,0
Boonsri,11/26/2004,,,,,,,,,,1.242,0,,,,,,,,,,,,,579.5,11.02,,5.432,168.39,,,26.23,17.02,52.52,,7.252,,98.13,,,,28.17,,,,,0.193,0.04,,,0.122,,,,,,1.273,,14.93,5.6,33.95,0.2331,,,,,,15.304,3.72,0.12,,0.324,,,,,,,,,,,,,,,,9,,,27.9,,36,,99.14,,,,,,,,,0.345,,28,0
Boonsri,12/3/2004,,,,,,,,,,1.55,,,,,,,,,,,,,,561,6.98,,2.699,155.4,,,24.35,14.6,46.7,,2.571,,23.466,,,,28.3,,,,,,,,,0.013,,,,,,7.246,,8.752,2,32,0.501,,,,,,10.932,3.5,0.11,,0.38,,,,,,,,,,,,,,,,11,,,,,33,,78.7,,3.5,,,,,,,0.41,,21.5,0
Boonsri,12/17/2004,,,,,,,,,,0.209,0,,,,,,,,,,,,,201.3,2.85,,1.616,57.23,,,8.94,5.41,16.56,,11.5,,8.084,,,,11.08,,,,,,,,,,,,,,,2.863,,2.479,,11.64,0.072,,,,,,2.122,1.58,0.045,,0.11,,,,,,,,,,,,,,,,2,,,,,11,,29.2,,,,,,,,,0.128,,9,0
Boonsri,1/14/2005,,,,,,,0,0,,1.715,0.075,,,,0.476,,,,,,,,0.049,561.199997,9.92,,11.889,152.059998,,,27.85,14.28,53.300001,,16.622,,73.17,,0.092,,33.45,,0,0,0.373,,,,,0.057,0,0,,,,7.038,,44.27,5.7,41.71,0.834,0.407,,,,,27.473,6.06,0.144,,0.298,241.420006,0.013,0.037,,,,,,,,,,,0.01,,9,,,30.18,,36,,102.589999,,,,677,,310.519997,,,0.32,,6,200
Boonsri,1/28/2005,,,,,,,0,0.007,,0.88,0.075,,,,0.232,,,,,,,,0.022,634.399994,9.9,,10.71,184.799999,,,26.1,15.1,66,,3.437,,11.362,,0,,29.6,,0,0,0.06,0.212,0.04,,,0.044,0,0,,,,5.729,,20.202999,5.47,27,0.223,2.104,,,,,9.489,5.44,0.092,,0.259,229.299996,0.011,0.018,,,,,,,,,,,,,9,,,,,44,,113.400002,,0.42,,748,,332.639999,,,0.283,,12,112
Boonsri,2/11/2005,,,,,,,,,,1.025,0.075,,,,,,,,,,,,,677.100006,11.23,,3.292,184.780003,,,20.09,12.96,68.610001,,3.847,,45.797,,,,32.8,,,0,,0.12,0.04,,,,,,,,,6.005,,11.852,5.79,41.71,0.134,0,,,,,4.286,6.53,0.114,,0.284,,,,,,,,,,,,,,0.01,,7,,,,,47,,91.600002,,0.472,,788,,356.720001,,,0.33,,8.2,139
Boonsri,2/24/2005,,,,,,,0,0.097,,1.714,0.075,,,,0,,,,,,,,0.155,719.799988,9.1,,2.159,166.599998,,,26.1,14.7,82.400002,,3.316,,11.136,,0.691,,37.2,,1.623,0,0.226,,,,,0.157,0,0,,,,3.479,,8.096,5.52,63.899997,0.256,0,,,,,3.88,4.76,0.099,,0.237,266.900002,1.129,0.083,0,,,,,,,,,,,,9,,,26.96,,62,,118.699996,,,,875,,384.160003,,,0.274,,4.6,107
Boonsri,3/11/2005,,,,,,,0,0,,0.76,0.075,,,,0,,,,,,,,0.144,704.5,8.44,,2.177,185.149998,,,25.21,14.94,73.14,,6.449,,14.483,,0,,32.75,,0,0,0.067,,,,,0.13,0,0,,,,6.081,,21.779,5.7,36.86,0.287,0.347,,,,,4.807,6.22,0.084,,0.205,,0.15,0.09,0,,,,,,,,,,0.01,,7,,,19.93,,56,,67.200001,,,,783,,348.32,,,0.225,,20,185
Boonsri,3/25/2005,,,,,,,0,0,,0.924,0.075,,,,0,,,,,,,,0.14,615.900009,9.5,,6.346,144.700001,,,20,11.4,64.100001,,4.408,,19.667,,0,,32.8,,0,0,0.056,0.3,0.04,,,0.13,0,0,,,,5.554,,32.464,5.38,59.099999,0.331,0,,,,,7.073,5.1,0.126,,0.216,268.599998,0.17,0.107,0,,,,,,,,,,,,9,,,17.75,,68,,161.2,,0.472,,832,,345.519997,,,0.26,,20,176
Boonsri,4/8/2005,,,,,,,0.009,0.161,,1.21,0.075,,,,,,,,,,,,0.409,605.75,9.81,,43.106001,160.630001,,,24.82,17.21,73.119999,,3.865,,21.658,,0.102,,31.61,,0,0.081,0.048,,,,,0.149,0.005,0,,,,2.106,,15.855,5.7,57.229999,0.229,0,,,,,9.004,4.49,0.087,,0.123,259.230004,0.573,0.238,0,,,,,,,,,,0.01,,9,,,15.72,,55,,161.299999,,,,824,,361.200005,,,0.158,,20.5,110
Boonsri,4/22/2005,,,,,,,0.049,0.191,,0.418,0.075,,,,0,,,,,,,,0.242,530.699997,8.2,,8.303,143.899997,,,21.3,14.5,60.300001,,3.566,,19.636,,0.188,,29.9,,0.018,0.177,0.788,0.192,0.06,,,1.041,0.031,0,,,,1.713,,21.643,5.47,33.8,0.793,0,,,,,7.442,3.92,0.066,,0.155,282.200005,0.713,0.035,0.027,,,,,,,,,,,,9,,,18,,49,,94.700001,,0.6,,659,,304.360001,,,0.2,,37.3,144
Boonsri,5/13/2005,,,,,,0.098,0,0.058,,0.93,0.075,,,,0.075,,,,,,,,0.125,512.399994,9.18,,35.190999,142.419998,,,24.79,16.22,55.749997,,3.398,,10.74,,0.166,,23.99,,0,0.078,0.388,,,,,0.17,0.029,0,,,,3.501,,13.205,5.69,37.83,0.312,0,,,0.134,,6.155,3.15,0.12,,0.135,247.139992,0.225,0.091,0,,,,,,,,,,,,5,,,17.42,0.068,29,,82.599998,,,,610,,289.599991,,,0.177,,49.5,119
Boonsri,5/27/2005,,,,,,0.119,0,0.141,,,,,,,0.162,,,,,,,,0.228,,,,,,,,,,,,,,,,0.17,,,,0.334,0,0.276,0.06,0.022,,,0.152,0.075,0.396,,,,,,,5.69,,,,,,0.121,,,,,,,,0.361,0.196,0,,,,,,,,,,,,,,,,,,,,,0.052,,,,,,,,,,
Boonsri,5/28/2005,,,,,,,,,,0.82,0.075,,,,,,,,,,,,,504.499985,9.1,,3.42,129.18,,,24.59,16.63,58.719999,,2.024,,8.135,,,,20.57,,,,,,,,,,,,,,,0.591,,11.938,,32.01,0.183,0,,,,,1.218,3.08,0.123,,0.174,238.989998,,,,,,,,,,,,,,,6,,,12.17,,42,,57.500002,,,,583,,255.900001,,,0.215,,67,75
Boonsri,6/10/2005,,,,,,,0,0,,0.496,0.075,,,,0.166,,,,,,,,0.875,484.900009,8.02,,27.866,124.270005,,,24.24,19.12,59.479999,,3.506,,10.244,,0,,17.77,,0.006,0,0.034,,,,,0.709,0.006,0,,,,4.999,,12.03,5.73,32.98,0.373,0,,,0.148,,,2.644,0.228,,0.155,227.490006,0.215,0.313,0,,,,,,,,,,,,6,,,13.85,,37,,58.63,,,,563,,251.440003,,,0.182,,82.200001,90
Boonsri,6/24/2005,,,,,,,0,0,,0.361,0.075,,,,0.493,,,,,,,,0.711,448.399994,7.1,,5.718,112.200001,,,28.2,16.1,54.499999,,1.866,,7.358,,0,,18.6,,0,0,0.347,0.1,0.004,,,0.536,0.005,0,,,,0.703,,4.682,5.53,36.86,0.43,0,,,,,,1.07,0.177,,0.194,232.200005,0.414,0.411,0,,,,,,,,,,,,9,,,18.42,,39,,80.999998,,0.7,,562,,243.040001,,,0.225,,78,252
Boonsri,7/8/2005,,,,,,0.147,0,0.172,,0.75,0.075,,,,0.413,,,,,,,,0.473,524.599991,10.04,,39.592998,122.050002,,,24.9,19.19,53,,1.605,,8.385,,0.42,,20.37,,0,0,0.075,0.053,0.006,,,0.333,0.112,,,,,1.124,,14.46,5.98,38.8,0.216,0,,,0.105,,6.585,2.44,0.08,,0.218,257.18,0.454,0.149,0,,,,,,,,,,,,6,,,20.22,,37,,51.300001,,0.85,,571,,260.680001,,,0.31,,72.5,309
Boonsri,7/22/2005,,,,,,0,0.118,0.274,,0.51,0.075,,,,0.606,,,,,,,,0.316,487.900009,9.3,,17.224,117.700001,,,29.1,16.5,73.570002,,0.64,,7.38,,0.185,,15.7,,0,0,0,,,,,0.254,0.008,,,,,1.299,,6.407,6.11,36.86,0.238,0,,,0.054,,1.226,1.77,0.108,,0.198,201.699997,0.762,0.34,0,,,,,,,,,,,,6,,,17.34,,51,,64.320001,,16.3,,592,,252.839996,,,0.228,,81.5,67
Boonsri,8/12/2005,,,,,,0.806,0,0.036,,0.752,0.075,,,,0.478,,,,,,,,0.217,463.600006,7.44,,2.742,100.18,,,11.55,9.97,80.359998,,1.895,,16.117,,0.62,,17.02,,0,0,0.666,,,,,0.217,0.015,0,,,,0.58,,22.949,5.73,37.83,0.089,0,,,0,,3.776,1.175,0.075,,0.279,208.639999,0.332,0.123,0,,,,,,,,,,,,9,,,16.86,,57,,44.54,,25.4,,563,,232.400001,,,0.318,,77.5,101
Boonsri,8/26/2005,,,,,,0.835,0,0,,0.744,0.087,,,,0.379,,,,,,,,0.177,500.199997,9.2,,3.099,113.100003,,,24.2,14.9,68.900001,,1.899,,12.978,,0,,12.2,,0,0,0.353,0,0,,,0.169,0,0,,,,0.195,,10.33,5.75,43.5,0.111,0,,,0,,1.859,1.468,0.075,,0.218,159.849999,0.282,0.055,0,,,,,,,,,,,,9,,,25.75,,45,,65.599999,,0.0168,,595,,259.950005,,,0.235,,83,30
Boonsri,9/9/2005,,,,,,0,0.094,0.073,,0.666,0.17,,,,0.344,,,,,,,,0.456,475.800018,7.87,,,113.110001,,,20.54,11.77,64.709999,,6.11,,9.758,,0.613,,19,,0,0,0.266,,,,,0.419,0.025,0,,,,1.811,,,6,38.8,0.108,0.469,,,0.144,,,0.876,0.111,,0.183,212.059997,0.389,0.094,0,,,,,,,,,,,,9,,,14.12,0.512,52,,78.020001,,21.6,,602,,248.589995,,,0.3,,61,30
Boonsri,9/23/2005,,,,,,0.168,0.079,0.061,,0.266,0.113,,,,0.702,,,,,,,,0.492,506.300003,7.4,,,142,,,19.1,10.6,78.100001,,10.361,,30.974001,,0.192,,21.6,,0.232,0,0.613,0.08,0,,,0.41,0.041,0,,,,2.445,,,6.03,35.7,0.08,0,,,0.248,,,1.58,0.048,,0.24,254.300004,0.845,0.145,0.02,,,,,,,,,,,,7,,,24.21,0.824,60,,105.700001,,0.408,,688,,282.520004,,,0.31,,64,75
Boonsri,10/2/2005,,,,,,,,0.052,,0.426,0.191,,,,,,,,,,,,,536.799988,6.16,,116.269997,148.650002,,,18.73,9.9,80.909999,,3.375,,24.522,,0.228,,18.08,,0.923,,0.538,,,,,0.114,0.071,,,,,1.408,,5.858,5.87,50.439999,0.226,0,,,,,11.042,1.174,0.076,,0.312,196.320003,0.053,0.129,0,,,,,,,,,,,,7,,,20.67,,69,,178.899998,,12.5,,803,,325.639999,,,0.38,,57,36
Boonsri,10/21/2005,,,,,,,,,,0.373,0.26,,,,,,,,,,,,0.1,555.200012,4.2,,1.012,146.400002,,,19.9,11.2,78.2,,11.348,,40.161,,,,21.8,,0.037,,0.085,,,,,0.064,0,,,,,0.688,,12.331,5.91,48.3,0.152,0,,,,,26.867,0.846,0.093,,0.068,184.799999,,0.27,0.15,,,,,,,,,,,,9,,,11.45,,52,,116,,6.6,,727,,317.239999,,,0.37,,40.5,216
Boonsri,11/6/2005,,,,,,,0.032,0.042,,0.287,0.194,,,,,,,,,,,,0.314,549,4.27,,11.462,157.720001,,,24.11,12.37,66.559999,,1.633,,6.46,,0.051,,25.43,,,,0.636,0.33,0.112,,,0.21,0.008,,,,,0.454,,4.245,5.75,32.01,0.095,0,,,,,2.36,1.197,0.09,,0.236,249.699997,0.506,0.072,,,,,,,,,,,,,10,,,23.89,,45,,88.99,,2.31,,671,,294.27999,,,0.25,,29,30
Boonsri,11/25/2005,,,,,,,,,,0.433,0.154,,,,,,,,,,,,0.098,616.100006,7.2,,1.414,147.899997,,,28.1,14.3,67.799999,,4.679,,13.957,,0.042,,25.5,,0.358,,0.699,,,,,0.281,0.008,,,,,1.727,,18.384,5.9,37.6,0.48,0,,,,,9.435,1.151,0.064,,0.225,256.599998,0.67,0.152,,,,,,,,,,,,,10,,,22.09,,51,,64.6,,1.89,,698,,294.839996,,,0.239,,29.5,30
Boonsri,12/2/2005,,,,,,,,0.202,,0.497,0.171,,,,,,,,,,,,0.505,585.599991,4.07,,17.008,172.899998,,,27.07,14.77,74.35,,2.566,,4.877,,,,25.83,,,,0.612,0.32,0.118,,,0.429,0.017,,,,,1.089,,10.926,5.7,35.89,0.427,0,0.014,,,,1.724,3.34,0.05,,0.284,240.200006,0.898,0.147,,,,,,,,,,,,,6,,,25.45,,51,,107.760002,,2.05,,748,,325.64,,,0.305,,22.8,269
Boonsri,12/16/2005,,,,,,,,0.279,,0.138,0.186,,,,,,,,,,,,0.37,597.800003,5.9,,3.364,169.5,,,23.7,11.7,67.199999,,6.895,,14.07,,0.505,,27.3,,,,0.866,,,,,0.255,0.007,,,,,2.59,,20.004,5.5,33.9,0.379,0,,,,,2.689,3.978,0.052,,0.266,266.499999,1.252,0.059,0.011,,,,,,,,,,,,9,,,23.29,,54,,102.800004,,,,740,,,,,0.29,,14,149
Boonsri,1/13/2006,,,,,,0.284,0.013,0.021,,0.58,0.14,,,,0.06,,,,,,,,0.1,609,5.7,,8.364,176.3,,,21.8,11.7,76.8,,15.024,,62.54,,0.715,,28.2,,,,1.767,,,,,,0.009,,,,,1.222,,28.843,,36.8,0.224,0.165,,,,,17.089,4.9,0.04,,0.256,221.8,0.604,0.265,,,,,,,,,,,,,6,,,47.2,,58,,120.7,,,,784,,,,,0.271,,7.5,176
Boonsri,1/27/2006,,,,,,0.279,0.044,,,1.61,0.169,,,,,,,,,,,,0.682,567.3,7.88,,38.36,165.11,,,27.19,13.97,77.34,,5.4,,10.247,,0.089,,29.29,,0.613,,1.088,0.56,0.158,,,0.223,0.05,,,,,0.623,,4.613,5.65,30.07,0.095,,,,0.071,,5.132,1.597,0.104,,0.76,294,1.268,0.282,,,,,,,,,,,,,9,,,42.2,,53,,85.82,,2.28,,717,,300.44,,,0.84,,1.5,44
Boonsri,2/10/2006,,,,,,0.335,0.228,,,1.27,0.15,,,,0.257,,,,,,,,0.022,512.4,6.03,,,157.1,,,26.81,13.97,59.21,,4.854,,17.722,,,,28.43,,0.755,,,0.044,0.0152,,,0.113,,,,,,0.369,,13.248,5.6,28.13,0.124,0.075,,,0.013,,2.609,4.44,0.084,,0.7,260.2,,0.011,0.077,,,,,,,,,,,,9,,,12.18,,41,,104.67,,0.411,,660,,284.48,,,0.77,,13.5,48
Boonsri,2/24/2006,,,,,,0.35,0.266,,,1.272,0.137,,,,0.347,,,,,,,,0.06,524.5,4.04,,,159.89,,,25.23,13.17,76.28,,5.027,,31.68,,,,28.43,,0.713,,0.053,0.165,0.0198,,,0.091,0.015,,,,,0.276,,39.19,5.97,33.95,0.201,0.075,,,,,4.952,3.208,0.085,,0.35,260.2,,0.016,0.075,,,,,,,,,,,,6,,,9.3,,48,,95.85,,0.809,,691,,282.8,,,0.375,,20.5,54
Boonsri,3/9/2006,,,,,,1.088,0.934,0.128,,1.655,0.11,,,,0.356,,,,,,,,0.209,481.9,6.44,,,157.1,,,29.353,15.97,74.83,,9.643,,14.32,,0.127,,27.34,,,,0.379,0.082,0.0221,,,0.214,0.005,,,,,0.24,,19.013,5.71,30.07,0.061,0.075,0.005,,0.029,,8.775,4.34,0.117,,0.47,243.7,,0.015,0.069,,,,,,,,,,,,9,,,4.53,0.503,51,,133.53,,0.591,,706,,289.1,,,0.5,,14,30
Boonsri,3/23/2006,,,,,,0.75,0.556,,,0.685,,,,,0.264,,,,,,,,0.097,518.5,10.4,,,150.6,,,26.1,14.1,57.4,,23.352,,22.62,,0.122,,29.2,,0.08,,,0.19,0.0163,,,0.065,,,,,,0.298,,35.889,5.675,38.7,0.135,0.079,,,0.042,,13.562,1.151,0.0397,,0.208,256.3,,0.016,0.047,,,,,,,,,,,,6,,,9.39,0.325,42,,120.1,,1.26,,665,,,,,0.223,,28.7,30
Boonsri,4/6/2006,,,,,,0.442,0.436,0.02,,0.838,0.152,,,,0.151,,,,,,,,0.225,469.7,9.68,,1.92,133.04,,,32.44,17.97,54.35,,11.073,,27.299,,0.037,,28.43,,0.087,,0.062,0.118,0.0237,,,0.19,,,,,,0.632,,35.33,5.75,35.89,0.188,0.08,,,0.039,,7.482,1.988,0.096,,0.281,306.7,,0.038,0.02,,,,,,,,,,,,6,,,26.35,0.135,36,,100.08,,0.502,,611,,257.74,,,0.31,,29.5,41
Boonsri,4/27/2006,,,,,,0.567,0.449,0.038,,0.264,0.243,,,,0.169,,,,,,,,0.194,469.7,5.2,,8.627,142.4,,,19.9,11.1,36.2,,11.263,,37.902,,0.101,,26.3,,0.02,,0.089,0.177,0,,,0.191,0.006,,,,,0.786,,140.54,,20.2,0.3055,0.083,,,0.023,,17.048,3.571,0.039,,0.072,267.7,,0.016,,,,,,,,,,,,,7,,,30.02,0.136,31,,81,,6.02,,564,,,,,0.082,,48,67
Boonsri,5/3/2006,,,,,,0.274,,0.046,,0.605,0.295,,,,0.29,,,,,,,,0.143,536.8,4.47,,52.302,133.04,,,31.16,17.44,58.94,,2.268,,29.734,,0.137,,22.2,,0.411,,0.261,0.161,0.0294,,,0.239,0.045,,,,,0.991,,14.785,5.84,42.68,0.196,0.1,0.161,,0.311,,8.491,3.343,0.07,,0.149,267.1,0.167,0.102,0.33,,,,,,,,,,,,9,,,20.09,0.348,48,,97.44,,0.633,,666,,284.48,,,0.175,,41.4,138
Boonsri,5/25/2006,,,,,,0.765,,0.079,,0.465,0.194,,,,0.571,,,,,,,,,500.2,7.6,,11.857,139.5,,,27.3,13,54.5,,1.738,,11.598,,0.194,,23.8,,0.062,,0.09,0.161,0.067,,,0.03,0.013,,,,,0.621,,19.832,5.9,27.1,0.186,0.096,,,0.319,,4.168,2.101,0.081,,0.187,269.3,0.077,0.027,0.417,,,,,,,,,,,,8,,,23.182,0.343,42,,71.4,,1.23,,601,,258.1,,,0.22,,63,136
Boonsri,6/8/2006,,,,,,1.801,0.072,0.061,,0.574,0.154,,,,0.31,,,,,,,,0.074,462,4.83,,5.959,128.3,,,30.76,17.29,52.2,,3.036,,25.68,,,,22.68,,,,,0.144,0.0076,,,0.076,,0.085,,,,0.612,,24.24,5.8,30.9,0.13,0.345,,,0.123,,3.3,2.327,0.057,,0.168,258.4,0.066,0.035,0.231,,,,,,,,,,,,6,,,25.11,0.188,39,,85.2,,0.88,,580,,251.72,,,0.213,,56,30
Boonsri,6/22/2006,,,,,,1.923,,0.031,,0.262,0.197,,,,0.275,,,,,,,,0.231,481.9,4.04,,7.792,141.1,,,31.8,17.15,54.3,,18.063,,28.785,,0.047,,23.8,,,,,1.3,0.14,,,0.115,0.012,,,,,0.949,,40.42,5.74,40.5,0.197,0.311,,,0.037,,5.662,1.671,0.12,,0.174,278.4,0.097,0.04,0.28,,,,,,,,,,,,6,,,23.14,0.09,53,,147,,5.2,,698,,292.7,,,0.194,,66.5,65
Boonsri,7/13/2006,,,,,,0.664,0.087,0.015,,1.079,0.13,,,,0.504,,,,,,,,0.075,494.1,5.28,,0.239,137.91,,,26.06,12.94,49.32,,0.423,,12.186,,0.015,,20.83,,0.447,0.245,0.025,0.075,0.0097,,,0.016,0.015,0.015,,,,0.471,,8.044,5.72,31.04,0.199,0.159,,,0.297,,3.869,0.823,0.064,,0.148,237.7,0.224,0.049,0.124,,,,,,,,,,,,6,,,27.49,0.312,39,,86.83,,1.98,,605,,265.3,,,0.157,,66,231
Boonsri,7/27/2006,,,,,,0.994,0.368,0.017,,0.977,0.109,,,,0.769,,,,,,,,0.041,481.9,5.2,,2.656,136.2,,,25.9,13.3,52.2,,0.798,,8.845,,0.015,,19.6,,0.868,0.097,0.015,0.015,0.004,,,0.035,0.015,0.066,,,,1.176,,9.486,5.55,30.9,0.196,0.234,,,0.358,,2.51,1.897,0.034,,0.215,238.2,0.342,0.075,0.142,,,,,,,,,,,,8,,,21.66,0.208,38,,147,,0.5,,698,,263,,,0.232,,72,148
Boonsri,8/10/2006,,,,,,1.311,0.449,0.065,,0.294,0.123,,,,0.781,,,,,,,,0.097,494.1,,,1.73,137.6,,,,,65.6,,2.187,,10.111,,0.112,,16.4,,0.275,0.463,0.171,,,,,0.127,0.018,0.015,,,,0.829,,20.939,5.58,31.9,0.166,0.143,,,0.624,,5.157,1.742,0.123,,0.281,192.2,0.128,0.086,0.049,,,,,,,,,,,,9,,,10.02,1.054,54,,99.6,,,,2749,,265.5,,,0.309,,68.5,48
Boonsri,8/24/2006,,,,,,1.423,0.364,0.034,,0.869,0.116,,,,1.141,,,,,,,,0.235,530.7,6.2,,0.508,140.8,,,26.3,15.7,58.5,,4.567,,10.148,,0.273,,14.1,,0.19,0.75,0.165,0.0263,0,,,0.094,0.094,0.015,,,,1.018,,13.365,6.08,32.9,0.228,0.125,,,0.931,,5.282,0.687,0.108,,0.262,171.7,0.215,0.061,0.13,,,,,,,,,,5.29,,6,,,12.69,1.339,42,,73.1,,0.67,,621,,268.7,,,0.304,,74.5,30
Boonsri,9/7/2006,,,,,,,,,,0.799,0.108,,,,,,,,,,,,,481.9,,,0.549,140.8,,,,,64.31,,3.433,,12.904,,,,22.3,,,,,,,,,,,,,,,0.555,,16.806,5.74,32.9,0.129,0.075,,,,,2.656,0.3,1.987,,0.257,261.4,,,,,,,,,,,,,,,3,,,27.2,,48,,104.4,,,,706,,273.1,,,0.262,,68.5,46
Boonsri,9/21/2006,,,,,,1.065,0.267,0.025,,0.806,0.075,,,,0.916,,,,,,,,0.159,512.4,4.1,,1.292,147.2,,,19.9,10.4,63.9,,2.105,,11.877,,0.202,,19.3,,0.351,0.389,0.176,0.0125,0,,,0.196,0.026,0.015,,,,0.712,,10.119,6.05,36.8,0.092,0.075,,,0.361,,4.414,1.942,0.075,,0.308,222.5,0.09,0.108,0.406,,,,,,,,,,9.175,,6,,,23.33,1.273,48,,110,,0.213,,930,,294,,,0.328,,66,52
Boonsri,10/12/2006,,,,,,0.154,0.032,0.007,,0.271,0.045,,,,0.091,,,,,,,,0.01,170.8,3.31,,,56.33,,,8.24,3.79,24.38,,,,,,0.005,,8.61,,0.026,0.056,0.005,0.079,0.0049,,,0.18,0.005,0.005,,,,,,,1.8,14.55,,,,,0.01,,,1.31,0.03,,0.19,74.56,0.027,0.011,0.01,,,,,,,,,,,,3,,,4.49,0.137,19,,62.5,,0.79,,272,,110.32,,,0.22,,23,
Boonsri,10/26/2006,,,,,,0.77,0.237,0.015,,0.566,0.077,,,,0.256,,,,,,,,0.115,536.8,3.69,,0.977,168.99,,,19.67,6.62,63.86,,0.869,,29.194,,0.157,,24.08,,0.479,1.021,0.089,0.0145,0.002,,,0.102,0.015,0.015,,,,0.244,,10.027,5.7,35.89,0.119,0.104,,,0.172,,2.029,2.689,0.08,,0.328,235,0.235,0.094,0.09,,,,,,,,,,5.881,,8,,,15.25,0.384,52,,142.7,,0.46,,752,,318,,,0.49,,42.5,60
Boonsri,11/9/2006,,,,,,0.845,0.768,0.049,,0.529,0.108,,,,0.516,,,,,,,,0.176,549,3.5,,0.15,166.5,,,20.4,5.8,57.5,,9.737,,5.847,,0.211,,25.9,,0.351,0.736,0.109,,,,,0.164,0.017,0.015,,,,0.853,,12.933,5.9,28.9,0.095,0.102,,,0.391,,4.345,2.945,0.044,,0.37,235.4,0.158,0.063,0.101,,,,,,,,,,,,6,,,27.98,0.651,49,,131,,,,728,,298.9,,,0.57,,33,32
Boonsri,11/23/2006,,,,,,1.023,0.332,0.026,,1.122,0.174,,,,0.709,,,,,,,,0.109,551.7,,,1.44,152.2,,,,,57.04,,6.987,,11.88,,0.068,,32.9,,0.285,0.54,0.074,0.029,0.011,,,0.067,0.015,0.015,,,,2.234,,66.23,5.43,36.8,0.264,0.098,,,0.396,,10.881,3.841,0.079,,0.305,272.9,0.084,0.063,0.119,,,,,,,,,,,,8,,,30.44,0.781,47,,97.5,,0.67,,695,,298.9,,,0.44,,22,59
Boonsri,12/7/2006,,,,,,,,,,0.977,0.1,,,,,,,,,,,,,555.1,,,0.568,145.9,,,,,47.8,,1.775,,24.615,,,,33.6,,,,,,,,,,,,,,,0.678,,16.335,5.58,38.7,0.211,0.165,,,,,7.271,2.779,0.111,,0.4,240.5,,,,,,,,,,,,,,,6,,,30.91,,37,,71,,,,639,,292.5,,,0.58,,5.2,39
Boonsri,12/21/2006,,,,,,0.418,0.053,0.015,,0.752,0.207,,,,0.738,,,,,,,,0.057,585.6,5.2,,0.823,177.6,,,25.5,7.8,50.7,,1.015,,11.329,,0.189,,34.8,,0.258,0.428,0.071,0.0085,0,,,0.049,0.034,0.015,,,,0.927,,16.851,5.76,36.8,0.215,0.118,,,0.126,,5.309,2.779,0.123,,0.326,265,0.151,0.036,0.132,,,,,,,,,,0.598,,7,,,31.19,0.898,39,,121.5,,0.127,,740,,332.5,,,0.45,,12,31
